# actual run
thermo		${writestep}
thermo		1000
dump		dum all custom ${writestep} post/dump.flow id type x y z vx vy vz radius density c_stress[1] c_stress[2] c_stress[3] c_stress[4] c_stress[5] c_stress[6] c_co
dump		dum all custom 1000 post/dump.flow id type x y z vx vy vz radius density c_stress[1] c_stress[2] c_stress[3] c_stress[4] c_stress[5] c_stress[6] c_co

# 10-15
    Step    Atoms         KinEng       comTop[2          keBed          keTop         keBase        fxxBase         fxxTop        fzzBase         fzzTop        fyyBase         fyyTop 
 1000000    12952   0.0014888038    0.095979467   0.0011608544  0.00025990843  6.8040908e-05      134.04796              0              0              0              0     -10.791102 
 1001000    12952   0.0026993843    0.095835229   0.0015855639   0.0010459838  6.7836558e-05      110.97874              0              0              0              0      9.9050294 
 1002000    12952  0.00039025077    0.095760059  0.00029746263  2.5057959e-05  6.7730183e-05      90.135524              0              0              0              0      7.9903395 
 1003000    12952  0.00055432895    0.095793543  0.00047579404  1.0757354e-05  6.7777556e-05      80.130408              0              0              0              0      -12.04306 
 1004000    12952   0.0012312341    0.095698537  0.00051141466  0.00065217628  6.7643182e-05      66.415937              0              0              0              0      1.7702258 
 1005000    12952  0.00053668456    0.095630019  0.00046253491   6.603294e-06  6.7546356e-05      60.283037              0              0              0              0      9.9155782 
 1006000    12952  0.00047461451    0.095649472   0.0003725756  3.4465071e-05  6.7573838e-05      47.952927              0              0              0              0     -12.872797 
 1007000    12952   0.0011297457    0.095552501  0.00053820442  0.00052410437  6.7436894e-05      42.839779              0              0              0              0      4.7100086 
 1008000    12952  0.00043567888    0.095498225  0.00036158025   6.738322e-06  6.7360304e-05      35.096898              0              0              0              0      6.4037449 
 1009000    12952  0.00052897702    0.095505634  0.00040460115  5.7005114e-05  6.7370756e-05      27.813239              0              0              0              0     -10.067911 
 1010000    12952    0.000874183    0.095418482  0.00044394593  0.00036298921  6.7247856e-05      23.378962              0              0              0              0      4.1107503 
 1011000    12952   0.0004501539    0.095370225  0.00038232076  6.5328033e-07  6.7179853e-05      17.376557              0              0              0              0      5.4222866 
 1012000    12952  0.00051775285    0.095369476  0.00039420015  5.6373897e-05  6.7178799e-05      11.935686              0              0              0              0     -8.5592588 
 1013000    12952  0.00075873514    0.095291838  0.00042223839  0.00026942729  6.7069466e-05      7.7760942              0              0              0              0      3.9055941 
 1014000    12952  0.00046243578     0.09524969  0.00039541573  9.8931967e-09  6.7010149e-05      2.3998081              0              0              0              0      3.6988831 
 1015000    12952  0.00051680166     0.09524166   0.0003794093  7.0393509e-05   6.699885e-05     -1.0272601              0              0              0              0     -7.2098419 
 1016000    12952   0.0006984784     0.09516723   0.0004222131  0.00020937113  6.6894173e-05      -5.900622              0              0              0              0      4.8218424 
 1017000    12952  0.00043496966    0.095135173  0.00036774746  3.7308785e-07  6.6849115e-05     -9.6449177              0              0              0              0      1.6205951 
 1018000    12952  0.00059786735    0.095121254  0.00043841854  9.2619258e-05  6.6829555e-05     -12.852398              0              0              0              0     -6.2901663 
 1019000    12952  0.00069353251    0.095051208    0.000482519  0.00014428234  6.6731167e-05      -15.92582              0              0              0              0      5.0621774 
 1020000    12952  0.00049756002    0.095024714  0.00043073227  1.3377636e-07  6.6693971e-05     -18.210715              0              0              0              0     0.60832218 
 1021000    12952  0.00056209783    0.095002813   0.0003862031   0.0001092315  6.6663233e-05     -21.599101              0              0              0              0     -4.5158475 
 1022000    12952  0.00056880301    0.094939108   0.0004161115   8.611765e-05  6.6573859e-05     -25.260607              0              0              0              0      5.1201528 
 1023000    12952  0.00048623895    0.094922547  0.00041967396  1.4359414e-08  6.6550634e-05     -28.148619              0              0              0              0    -0.82423139 
 1024000    12952   0.0006107029    0.094896489  0.00043049475  0.00011369404  6.6514101e-05     -30.347106              0              0              0              0     -3.1362703 
 1025000    12952  0.00050243774    0.094842351  0.00039415313  4.1846381e-05   6.643823e-05     -33.490876              0              0              0              0      4.7800065 
 1026000    12952  0.00042456718    0.094830389  0.00035579998  2.3457289e-06  6.6421473e-05     -35.050281              0              0              0              0     -2.2340343 
 1027000    12952  0.00056993021    0.094798579  0.00039708416  0.00010646914  6.6376919e-05       -37.6436              0              0              0              0      -1.767824 
 1028000    12952  0.00042815621    0.094753585  0.00034271559  1.9126695e-05  6.6313926e-05     -40.563766              0              0              0              0       4.180177 
 1029000    12952  0.00042543453    0.094744567   0.0003530953  6.0379225e-06  6.6301304e-05     -42.044585              0              0              0              0     -2.9554327 
 1030000    12952   0.0005268874    0.094710459  0.00037242442  8.8209413e-05  6.6253575e-05     -44.935557              0              0              0              0   -0.075056386 
 1031000    12952  0.00048847047    0.094675378  0.00041471197  7.5539929e-06  6.6204504e-05     -47.344414              0              0              0              0      2.9983642 
 1032000    12952   0.0005996902    0.094666431  0.00051879626  1.4701951e-05  6.6191991e-05     -46.280966              0              0              0              0      -3.590212 
 1033000    12952  0.00065821851    0.094626024   0.0005006593  9.1423717e-05  6.6135498e-05     -48.428187              0              0              0              0      1.0835586 
 1034000    12952  0.00052169996    0.094593552  0.00045040247  5.2073718e-06  6.6090114e-05     -50.200474              0              0              0              0      1.8447883 
 1035000    12952  0.00050279173     0.09458262  0.00041530079  2.1416099e-05  6.6074839e-05     -51.210183              0              0              0              0     -2.9427049 
 1036000    12952  0.00054002635    0.094544979  0.00041654799  5.7456096e-05  6.6022258e-05     -53.576817              0              0              0              0      1.2457641 
